Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100nF","C_0603_1608Metric",54.570000,-0.145000,-90.000000,top
"C2","10uF","C_0603_1608Metric",35.595000,-36.250000,-90.000000,top
"C3","10uF","C_0603_1608Metric",34.021992,-33.178008,45.000000,top
"C15","10uF","C_0603_1608Metric",33.975000,-36.250000,-90.000000,top
"C16","10uF","C_0603_1608Metric",43.930000,0.025000,-90.000000,top
"U2","LM1117-5V","SOT-223",27.340001,-34.170000,180.000000,top
"U4","LM1117-3.3V","SOT-223",49.260000,0.690000,180.000000,top
